"review","sentiment"
"What the hell is this movie about? Well, if I didn't know that ""son of the Mask"" is categorized as comedy, I would never have a clue! A comedy? A tragedy, that's the right genre for this yet-another-so-called-sequel.<br /><br />Yes I've watched ""Dumb and Dumber"" but I never believed somebody will ever make it's title real in Hollywood. Yes, You watch ""Son of the Mask"" and You think.. 5 minutes - Dumb... 10 minutes - Dumber... 15 - minutes Dumbest... And then, after 16 minutes there is only one thing to say :/ I'm out of here...<br /><br />Sorry, my nominee for Comedy Crap of The Year 2005.","negative"
"I LOVE this movie! Beautifully funny and utterly believable characters. Each scene richer and more wonderful than the last. Every aspect of this movie is filled with wit and humour and love and depth. A complex and engrossing story, too. This movie is filled with love, humour, and intelligence. Totally great!","positive"
"For many year I saw this movie as a real movie of ninjas but after study more about this culture I can only think this is just another karate film. A black shinobi and some weapons doesn't make a ninja, it's much more than that. The ninja are the most dangerous warrior of the japan because they are trained in every aspect of life to survive to anything, killing whatever try to stop them. This movie is not a about a ninja warrior just about a clown trying to be something he cannot even understand.","negative"
"An intelligent summation of Cold War era mutually assured destruction policy, up until the conclusion: it's a gasser! All Russians and Chinese are obliterated from the face of the Earth! Saw this one at the 27th Annual CWRU Science Fiction Marathon, January 2002.","negative"
"Hearing such praise about this play, I decided to watch it when I stumbled across it on cable. I don't see how this ""elivates"" women and their ""struggles"" by focusing on the topic at hand. I guess if you have an interest in stories about women's private parts and how it affects their lives, then this is for you. Otherwise, it's rather dull and boring. If anything, I found it a bit degrading.<br /><br />I inquired with a female friend who also watched this and she thought it was horrible as well. So, it's not just a guy ""not getting it"".","negative"
"Im a huge M Lillard fan that's why I ended up watching this movie. Honestly I doubt that if he wasn't in the movie i would of enjoyed it as much or even watched it but once I did watch it realize the story was pretty decent. A bad ending I must say but I did see it coming. It's a low budget movie and some of the actors weren't really good but all in all I rated this movie 7/10.<br /><br />The suspense of wondering what Lillard was actually up to was what really keeped me interested in this movie.<br /><br />Its a good rental!<br /><br />7/10","positive"
"This wonderful movie really takes the time to step back and tell the story without words. The end of the movie contains almost no dialogue but what is in the minds of the characters is always perfectly clear. You know the film is not going to have a happy ending but you leave the film feeling hopeful.","positive"
"We're talking about a low budget film, and it's understandable that there are some weaknesses (no spoilers: one sudden explosives expert and one meaningless alcoholic); but in general the story keeps you interested, most of the characters are likable and there are some original situations. <br /><br />I really like films that surprise you with some people that are not who they want you to believe and then twist and turn the plot ... I applaud this one on that. <br /><br />If you know what I mean, try to see also ""Nueve Reinas"" (Nine Queens) a film from Argentina.","positive"
"Often when TV series are transferred to the big screen, they lose their appeal. Not in this case! The historical accuracy in costumes, equipment and general art direction, like the TV series, is outstanding. A good example of comedy and farce, with excellent script and comedy actors in the right parts. Based on a classic TV series that stands alone in British TV Comedy history.","positive"
"Everything about this movie is bad. everything. Ridiculous 80's haircuts. Ridiculous moustaches. Ridiculous action and fight scenes where you can actually see that the adversaries do not even hit each other. Bad, bad, bad 80's music. Repeated scenes of people running through woods. A bad guy with a silver plastic hand and silly hair. Stupid dialogue. The acting is nonexistant. Everything looks extremely cheap. This movie even surpasses ""Plan 9 from outer space"" in its utter badness.<br /><br />It's not ""funny bad"" it's just bad.","negative"
